Index,X,Y
2,-19.595959595959595,-4.479109748070206
4,-18.78787878787879,0.8906766852316323
5,-18.383838383838384,3.1649403370564584
6,-17.97979797979798,4.670556247968673
8,-17.171717171717173,5.571624721150499
9,-16.767676767676768,4.682284282750107
10,-16.363636363636363,3.140243959637448
12,-15.555555555555555,-0.418882331943351
13,-15.151515151515152,-2.136422367433733
14,-14.747474747474747,-3.1620797746806346
15,-14.343434343434344,-3.689297013154855
17,-13.535353535353536,-3.1001513663010405
18,-13.131313131313131,-1.610043488373184
20,-12.323232323232324,0.8314402652758646
21,-11.91919191919192,2.125202095352688
23,-11.11111111111111,3.278636354990719
25,-10.303030303030305,2.6318188353865613
26,-9.8989898989899,1.662128351651918
28,-9.090909090909092,-0.403445088170128
30,-8.282828282828284,-1.8782523559015565
31,-7.878787878787879,-2.1889404040632563
32,-7.474747474747476,-1.598752106550272
33,-7.070707070707071,-1.0829179752737217
35,-6.262626262626263,0.0897530492418303
36,-5.858585858585858,0.9267527642769318
37,-5.454545454545455,1.7626399604455487
38,-5.05050505050505,1.8734664885111032
39,-4.646464646464647,1.640671977395039
40,-4.242424242424242,1.73953930558461
41,-3.838383838383837,1.3466914769059182
42,-3.434343434343436,0.7998203518678623
43,-3.030303030303031,0.1291542877398489
44,-2.6262626262626263,-0.5221115192373202
45,-2.222222222222221,-0.5888059599727682
46,-1.81818181818182,-1.0015101160388027
47,-1.4141414141414153,-0.9560482514492076
48,-1.0101010101010104,-0.4983550257120006
49,-0.6060606060606055,-0.5210975157508262
50,-0.2020202020202006,0.0564303200112555
52,0.6060606060606055,0.7796012312173035
53,1.0101010101010104,0.9547278010275172
54,1.4141414141414153,1.3175788339656247
55,1.8181818181818168,1.0354997250482998
57,2.6262626262626263,0.6697635101217974
58,3.030303030303031,0.4252789212080811
59,3.4343434343434325,-0.1508981033911396
60,3.838383838383837,-0.1244425886475377
61,4.242424242424242,-0.1367738231039662
63,5.050505050505048,-0.3459599875948744
65,5.858585858585858,0.1842249440702494
67,6.666666666666668,0.2586469319985603
68,7.070707070707069,0.6181176345646977
69,7.474747474747474,0.8582496084045935
70,7.878787878787879,0.462386660138696
71,8.282828282828284,0.5744457376561702
73,9.09090909090909,0.6009848190838494
74,9.494949494949497,0.0069599069996
75,9.8989898989899,-0.0166404533698623
76,10.3030303030303,0.0473766157585224
78,11.11111111111111,0.0676310578551935
80,11.919191919191915,-0.0136063636272564
82,12.727272727272728,0.1804535854071369
84,13.535353535353536,0.2747778401765511
85,13.939393939393938,0.3168373525012525
87,14.747474747474747,0.6753264734730384
89,15.555555555555555,0.086066319661959
91,16.36363636363636,0.2486037527416707
92,16.767676767676768,-0.1148790802224308
93,17.17171717171717,-0.0146916442306973
95,17.97979797979798,0.3183284096030693
96,18.38383838383838,0.1491531990791834
97,18.78787878787879,0.1261684093565615
98,19.19191919191919,0.2284465014394747
99,19.5959595959596,0.2076299886515284
100,20.0,0.3755751200469429
