Index,X,Y
1,-20.0,-6.614748997862973
2,-19.595959595959595,-4.479109748070206
3,-19.19191919191919,-2.219787830404366
4,-18.78787878787879,0.8906766852316323
5,-18.383838383838384,3.1649403370564584
7,-17.575757575757574,5.9832783934115925
8,-17.171717171717173,5.571624721150499
9,-16.767676767676768,4.682284282750107
11,-15.959595959595958,1.532287692427262
12,-15.555555555555555,-0.418882331943351
13,-15.151515151515152,-2.136422367433733
15,-14.343434343434344,-3.689297013154855
16,-13.93939393939394,-3.6872304533754487
17,-13.535353535353536,-3.1001513663010405
18,-13.131313131313131,-1.610043488373184
19,-12.727272727272728,-0.4133874504972506
20,-12.323232323232324,0.8314402652758646
22,-11.515151515151516,3.2433816593494496
23,-11.11111111111111,3.278636354990719
24,-10.707070707070708,2.9211763768603967
25,-10.303030303030305,2.6318188353865613
27,-9.494949494949497,0.2636977594644611
28,-9.090909090909092,-0.403445088170128
29,-8.686868686868687,-1.4813652234285906
31,-7.878787878787879,-2.1889404040632563
33,-7.070707070707071,-1.0829179752737217
34,-6.666666666666666,-0.364585661027846
35,-6.262626262626263,0.0897530492418303
36,-5.858585858585858,0.9267527642769318
37,-5.454545454545455,1.7626399604455487
38,-5.05050505050505,1.8734664885111032
40,-4.242424242424242,1.73953930558461
42,-3.434343434343436,0.7998203518678623
45,-2.222222222222221,-0.5888059599727682
47,-1.4141414141414153,-0.9560482514492076
48,-1.0101010101010104,-0.4983550257120006
50,-0.2020202020202006,0.0564303200112555
51,0.2020202020202006,0.4161378148390662
52,0.6060606060606055,0.7796012312173035
53,1.0101010101010104,0.9547278010275172
54,1.4141414141414153,1.3175788339656247
55,1.8181818181818168,1.0354997250482998
56,2.222222222222221,1.1354382580242013
58,3.030303030303031,0.4252789212080811
59,3.4343434343434325,-0.1508981033911396
60,3.838383838383837,-0.1244425886475377
61,4.242424242424242,-0.1367738231039662
62,4.646464646464647,-0.4484292654980923
63,5.050505050505048,-0.3459599875948744
64,5.454545454545453,-0.1457383070431531
65,5.858585858585858,0.1842249440702494
66,6.262626262626263,0.3616832248568611
67,6.666666666666668,0.2586469319985603
68,7.070707070707069,0.6181176345646977
70,7.878787878787879,0.462386660138696
71,8.282828282828284,0.5744457376561702
72,8.686868686868685,0.7514644089508431
75,9.8989898989899,-0.0166404533698623
77,10.707070707070706,0.0568072368192172
79,11.515151515151516,0.2129638408538145
80,11.919191919191915,-0.0136063636272564
81,12.323232323232324,-0.0549665536932692
82,12.727272727272728,0.1804535854071369
83,13.131313131313128,0.2242064344482131
84,13.535353535353536,0.2747778401765511
86,14.343434343434346,0.303897344234298
87,14.747474747474747,0.6753264734730384
88,15.151515151515149,0.242677325313122
90,15.959595959595958,0.2454351018620183
91,16.36363636363636,0.2486037527416707
92,16.767676767676768,-0.1148790802224308
93,17.17171717171717,-0.0146916442306973
94,17.575757575757578,0.0691834929601288
96,18.38383838383838,0.1491531990791834
97,18.78787878787879,0.1261684093565615
