Index,X,Y
1,-20.0,-6.614748997862973
2,-19.595959595959595,-4.479109748070206
3,-19.19191919191919,-2.219787830404366
4,-18.78787878787879,0.8906766852316323
5,-18.383838383838384,3.1649403370564584
6,-17.97979797979798,4.670556247968673
7,-17.575757575757574,5.9832783934115925
8,-17.171717171717173,5.571624721150499
9,-16.767676767676768,4.682284282750107
10,-16.363636363636363,3.140243959637448
11,-15.959595959595958,1.532287692427262
12,-15.555555555555555,-0.41888233194335106
13,-15.151515151515152,-2.136422367433733
14,-14.747474747474747,-3.1620797746806346
15,-14.343434343434343,-3.689297013154855
16,-13.93939393939394,-3.6872304533754487
17,-13.535353535353536,-3.1001513663010405
18,-13.131313131313131,-1.610043488373184
19,-12.727272727272727,-0.4133874504972506
20,-12.323232323232324,0.8314402652758646
21,-11.919191919191919,2.1252020953526873
22,-11.515151515151516,3.2433816593494496
23,-11.11111111111111,3.278636354990719
24,-10.707070707070708,2.9211763768603967
25,-10.303030303030303,2.6318188353865613
26,-9.8989898989899,1.6621283516519179
27,-9.494949494949495,0.26369775946446117
28,-9.090909090909092,-0.40344508817012803
29,-8.686868686868687,-1.4813652234285906
30,-8.282828282828284,-1.8782523559015563
31,-7.878787878787879,-2.1889404040632563
32,-7.474747474747476,-1.598752106550272
33,-7.070707070707071,-1.0829179752737215
34,-6.666666666666666,-0.364585661027846
35,-6.262626262626263,0.08975304924183033
36,-5.858585858585858,0.9267527642769318
37,-5.454545454545455,1.7626399604455487
38,-5.05050505050505,1.8734664885111032
39,-4.646464646464647,1.640671977395039
40,-4.242424242424242,1.73953930558461
41,-3.8383838383838373,1.3466914769059182
42,-3.434343434343436,0.7998203518678623
43,-3.030303030303031,0.1291542877398489
44,-2.6262626262626263,-0.5221115192373202
45,-2.2222222222222214,-0.5888059599727682
46,-1.8181818181818201,-1.0015101160388027
47,-1.4141414141414153,-0.9560482514492077
48,-1.0101010101010104,-0.4983550257120006
49,-0.6060606060606055,-0.5210975157508262
50,-0.20202020202020066,0.056430320011255586
51,0.20202020202020066,0.4161378148390662
52,0.6060606060606055,0.7796012312173035
53,1.0101010101010104,0.9547278010275173
54,1.4141414141414153,1.3175788339656247
55,1.8181818181818166,1.0354997250482998
56,2.2222222222222214,1.1354382580242013
57,2.6262626262626263,0.6697635101217974
58,3.030303030303031,0.42527892120808114
59,3.4343434343434325,-0.15089810339113963
60,3.8383838383838373,-0.12444258864753777
61,4.242424242424242,-0.13677382310396624
62,4.646464646464647,-0.44842926549809237
63,5.050505050505048,-0.34595998759487445
64,5.454545454545453,-0.1457383070431531
65,5.858585858585858,0.18422494407024942
66,6.262626262626263,0.3616832248568611
67,6.666666666666668,0.2586469319985603
68,7.070707070707069,0.6181176345646977
69,7.474747474747474,0.8582496084045935
70,7.878787878787879,0.46238666013869606
71,8.282828282828284,0.5744457376561702
72,8.686868686868685,0.7514644089508431
73,9.09090909090909,0.6009848190838494
74,9.494949494949495,0.006959906999600068
75,9.8989898989899,-0.01664045336986239
76,10.303030303030301,0.04737661575852248
77,10.707070707070706,0.05680723681921729
78,11.11111111111111,0.06763105785519358
79,11.515151515151516,0.21296384085381453
80,11.919191919191917,-0.01360636362725648
81,12.323232323232325,-0.05496655369326926
82,12.727272727272727,0.1804535854071369
83,13.131313131313128,0.2242064344482131
84,13.535353535353536,0.27477784017655116
85,13.939393939393938,0.31683735250125256
86,14.343434343434346,0.30389734423429804
87,14.747474747474747,0.6753264734730384
88,15.151515151515149,0.24267732531312208
89,15.555555555555557,0.08606631966195902
90,15.959595959595958,0.24543510186201833
91,16.36363636363636,0.2486037527416707
92,16.767676767676768,-0.11487908022243085
93,17.17171717171717,-0.014691644230697354
94,17.575757575757578,0.0691834929601288
95,17.97979797979798,0.31832840960306935
96,18.38383838383838,0.14915319907918345
97,18.78787878787879,0.12616840935656154
98,19.19191919191919,0.22844650143947473
99,19.5959595959596,0.20762998865152849
100,20.0,0.3755751200469429
